"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName","countryCO","country_suggested","countryCode","iso_a3","countryMatch"
"Dorey_data_2574690","Bombus pascuorum (Scopoli, 1763)","Apidae","Apinae","Bombus",NA,NA,"Bombus pascuorum","pascuorum",NA,NA,"SPECIES","(Scopoli, 1763)",NA,NA,NA,NA,NA,NA,NA,NA,52.777802,13.280759,NA,NA,"TK25 Blatt 3245/2 - Oberhavel / Oranienburg (Ost)",NA,NA,NA,"DEU","Germany","DEU.4_1","Brandenburg","CC_BY_4_0","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","2021/06/06 00:00:00",NA,6,6,2021,"HUMAN_OBSERVATION","Germany",NA,"PRESENT",NA,"1412694443",NA,NA,NA,NA,NA,NA,NA,25,NA,"-273174827",3389124638,NA,"naturgucker",NA,NA,NA,1340405,NA,NA,NA,"Bombus pascuorum (Scopoli, 1763)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Germany","Germany","DE","DEU","exact"
"Dorey_data_2837458","Bombus lapidarius (Linnaeus, 1758)","Apidae","Apinae","Bombus",NA,NA,"Bombus lapidarius","lapidarius",NA,NA,"SPECIES","(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"J. Luig","1994-01-01T00:00:00",58.910801,22.219033,NA,NA,"Kõpu",NA,"Hiiu maakond","Hiiumaa vald","EST","Estonia","EST.2_1","Hiiu","CC_BY_NC_4_0","COORDINATE_ROUNDED","1990/08/24 00:00:00",NA,24,8,1990,"PRESERVED_SPECIMEN","Estonia","PhysicalObject","PRESENT",NA,"Kaupo Elberg","https://plutof.ut.ee/#/event/view/312232",NA,NA,NA,NA,NA,NA,2000,NA,"TUZ240274",3017392442,NA,"UTE",NA,NA,"57179",1340301,NA,NA,"http://grscicoll.org/institutional-collection/zoological-museum","Bombus lapidarius (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Estonia","Estonia","EE","EST","exact"
"Dorey_data_3226809","Bombus terrestris (Linnaeus, 1758)","Apidae","Apinae","Bombus",NA,NA,"Bombus terrestris","terrestris",NA,NA,"SPECIES","(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"welfare, mark",NA,55.158966,-1.703347,"England",NA,"morpeth west",NA,NA,NA,"GBR","United Kingdom","GBR.1_1","England","CC_BY_4_0","FOOTPRINT_WKT_INVALID","2020/09/03 00:00:00",NA,3,9,2020,"HUMAN_OBSERVATION","United Kingdom",NA,"PRESENT",NA,"Welfare, M. Mark","12541052",NA,NA,NA,5,NA,NA,1414.2,NA,NA,3038298632,NA,NA,NA,NA,"18619224",1340503,NA,NA,NA,"Bombus terrestris (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"Biological Records Centre",NA,NA,NA,NA,"OSGB Grid Reference NZ18X",NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United Kingdom",NA,NA,"GBR","exact"
"Dorey_data_3383514","Bombus terrestris (Linnaeus, 1758)","Apidae","Apinae","Bombus",NA,NA,"Bombus terrestris","terrestris",NA,NA,"SPECIES","(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,47.06295,7.07663,"Ne",NA,NA,NA,NA,NA,"CHE","Switzerland","CHE.13_1","Neuchâtel","CC_BY_4_0",NA,"2014/05/08 00:00:00",NA,8,5,2014,"HUMAN_OBSERVATION","Switzerland",NA,"PRESENT",NA,"Ducommun Alain",NA,NA,"Sight sampling",NA,NA,NA,NA,3535,NA,"CSCF-API-291902",3003312087,"CSCF-API",NA,"Swiss National Apoidea Databank",NA,"CSCF-API-291902",1340503,NA,NA,NA,"Bombus terrestris (Linnaeus, 1758)",NA,NA,NA,NA,"FEMALE",NA,"Info Fauna - Centre Suisse de Cartographie de la Faune",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Switzerland","Switzerland","CH","CHE","exact"
"Dorey_data_3542710","Bombus lapidarius (Linnaeus, 1758)","Apidae","Apinae","Bombus",NA,NA,"Bombus lapidarius","lapidarius",NA,NA,"SPECIES","(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"Van Keer K.",NA,51.19607,4.396196,"antwerpen",NA,"Antwerpen - Waalse Kaai (Dg)",NA,NA,"Antwerpen","BEL","Belgium","BEL.2_1","Vlaanderen","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT","2013/07/21 00:00:00",NA,21,7,2013,"MACHINE_OBSERVATION","Belgium",NA,"PRESENT","131014","Van Keer K.",NA,NA,NA,NA,1,NA,1e-5,3535,NA,NA,2520817743,NA,NA,"BelBEES2018",NA,"BDFGM_2548307",1340301,NA,NA,NA,"Bombus lapidarius (Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,"Natuurpunt",NA,NA,"Wild bees of Belgium v.2019_06_29 UMons P.Rasmont D.Michez, UGent G.Smagghe D.De Graaf, UNamur N.Dendoncker, ULiege M.Dufrene, RBIN JL Boeve A Pauly, Natuurpunt.be JDHaeseler, Natagora JLPaquet,  pierre.rasmont@umons.ac.be",NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Belgium","Belgium","BE","BEL","exact"
"Dorey_data_3952491","Apis mellifera Linnaeus, 1758","Apidae","Apinae","Apis",NA,NA,"Apis mellifera","mellifera",NA,NA,"SPECIES","Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"warwickestates","2022-07-07T12:46:18",52.377493,-1.5589,"England",NA,NA,NA,NA,NA,"GBR","United Kingdom","GBR.1_1","England","CC_BY_NC_4_0","COORDINATE_ROUNDED","2022/07/07 00:00:00","12:42:58Z",7,7,2022,"HUMAN_OBSERVATION","United Kingdom",NA,"PRESENT",NA,"warwickestates",NA,NA,NA,NA,NA,NA,NA,21,NA,"125155790",3888778480,NA,"iNaturalist","iNaturalist research-grade observations",NA,"https://www.inaturalist.org/observations/125155790",1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758","2022-07-07 13:42:58",NA,NA,NA,NA,NA,"warwickestates",NA,NA,NA,"https://www.inaturalist.org/observations/125155790",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United Kingdom",NA,NA,"GBR","exact"
"Dorey_data_4842533","Apis mellifera Linnaeus, 1758","Apidae","Apinae","Apis",NA,NA,"Apis mellifera","mellifera",NA,NA,"SPECIES","Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"Lucy Cash","2022-07-28T15:31:23",20.968145,-89.629873,"Yucatán",NA,NA,NA,NA,NA,"MEX","Mexico","MEX.31_1","Yucatán","CC_BY_NC_4_0","COORDINATE_ROUNDED","2022/07/28 00:00:00","14:53:24Z",28,7,2022,"HUMAN_OBSERVATION","Mexico",NA,"PRESENT",NA,"Lucy Cash",NA,NA,NA,NA,NA,NA,NA,3970,NA,"128308505",3881476906,NA,"iNaturalist","iNaturalist research-grade observations",NA,"https://www.inaturalist.org/observations/128308505",1341976,NA,NA,NA,"Apis mellifera Linnaeus, 1758","2022-07-28 09:53:24",NA,NA,NA,NA,NA,"Lucy Cash",NA,NA,NA,"https://www.inaturalist.org/observations/128308505",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Paige_data_1134873","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,36.16361,-115.5053,"Nevada",NA,"Red Rock Canyon, Spring Mountains",NA,"Clark Co.",NA,"USA","United States","USA.29_1","Nevada","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1990/06/13 00:00:00",NA,13,6,1990,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00036920",2804568262,NA,"AMNH","AMNH Hymenoptera",NA,"83a95926-d8e1-11e2-99a2-0026552be7ea",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897","6/13/1990",NA,NA,NA,"MALE",NA,"American Museum of Natural History",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_15900","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,"SPECIES","Cockerell, 1917",NA,NA,NA,NA,NA,NA,NA,NA,31.93406,-109.1167,"Arizona",NA,"2 mi NE of Portal",NA,"Cochise Co.",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1959/01/01 00:00:00",NA,1,1,1959,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"M. Statham",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00178164",2804785742,NA,"AMNH","AMNH Hymenoptera",NA,"85c79006-d8e1-11e2-99a2-0026552be7ea",5042873,NA,NA,NA,"Agapostemon tyleri Cockerell, 1917","8/1/1959",NA,NA,NA,"MALE",NA,"American Museum of Natural History",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Halictidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_2098337","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SUBSPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,42.79722,-73.82889,"New York",NA,"Vischer Ferry",NA,"Saratoga Co.",NA,"USA","United States","USA.33_1","New York","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1982/06/01 00:00:00",NA,1,6,1982,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00266809",2804673646,NA,"AMNH","AMNH Hymenoptera",NA,"b4d2be30-40e1-11e3-935e-0026552be7ea",8944379,NA,NA,NA,"Perdita octomaculata (Say, 1824)","8/6/1982",NA,NA,NA,"MALE",NA,"American Museum of Natural History",NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_1134834","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.10732,-115.6701,"California",NA,"Dale Dry Lake, SE, 21 mi E of Twentynine Palms",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1987/09/27 00:00:00",NA,27,9,1987,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"T.L. Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103411",658711789,NA,"USDA-ARS",NA,NA,"658711789",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_1135854","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,35.02,-114.83,"California",NA,"Searchlight, 30 mi S",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1966/04/26 00:00:00",NA,26,4,1966,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"P.F. Torchio, R.W. Rust, N. Youssef",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103385",658712413,NA,"USDA-ARS",NA,NA,"658712413",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_1135470","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.88281,-115.7223,"California",NA,"Kelso Dunes, 3km SW",NA,"SanBernardino",NA,"USA","United States","USA.5_1","California","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1995/05/09 00:00:00",NA,9,5,1995,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"L. Kervin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL605952",658712163,NA,"USDA-ARS",NA,NA,"658712163",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_1135028","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,36.88,-113.92,"Arizona",NA,"Littlefield",NA,"Mohave",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1983/05/11 00:00:00",NA,11,5,1983,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"F.D. & J.H. Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103347",658712221,NA,"USDA-ARS",NA,NA,"658712221",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_1135034","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,"Centris (Paracentris)  rhodopus","SPECIES","Cockerell, 1897",NA,"Animalia; Arthropoda; Insecta; Hymenoptera; Apidae; Centris",NA,NA,NA,NA,"Ismael A. Hinojosa Díaz",NA,26.72222,-103.6831,"Chihuahua",NA,"Presón Dos Amigos, Reserva de la Biósfera Mapimí",NA,"JIMENEZ",NA,"MEX","Mexico","MEX.7_1","Coahuila","CC_BY_4_0","TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID;ELEVATION_MIN_MAX_SWAPPED;INSTITUTION_MATCH_NONE","1994/09/28 00:00:00","00:00:00",28,9,1994,"PRESERVED_SPECIMEN","Mexico","Event","PRESENT",NA,"Rocío López Mendoza",NA,NA,NA,NA,1,NA,NA,50,NA,"17626",1418493950,"74e7cf6b8bfd74cadf7cbc54ae7094cb","FC-UNAM","Computarización de la colección de abejas (Hymenoptera: Apoidea) del Museo de Zoología Alfonso L. Herrera, de la Facultad de Ciencias de la UNAM",NA,"urn:catalog:FC-UNAM:MZFC:17626:74e7cf6b8bfd74cadf7cbc54ae7094cb",1342875,NA,NA,"4221","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,NA,"Luis-Martínez M. A. 2001. Computarización de la colección de abejas (Hymenoptera: Apoidea) del Museo de Zoología Alfonso L. Herrera, de la Facultad de Ciencias de la UNAM. Colección Entomológica MZFC. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyecto Q035. México, D. F.",NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Paige_data_1135280","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994-01-01T00:00:00",30.94489,-114.748,"Baja California",NA,"9 mi. S of San Felipe",NA,NA,"Mexicali Municipality","MEX","Mexico","MEX.3_1","Baja California","CC0_1_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1968/06/10 00:00:00",NA,10,6,1968,"PRESERVED_SPECIMEN","Mexico",NA,"PRESENT",NA,"N. Leppla; J. Bigelow, Mont A. Cazier, J. Davidson",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084160",1455643506,NA,"ASU",NA,NA,"b1fd76e6-d208-43cc-9bec-d532e3fcd1f5",1342875,NA,NA,"71ca74c2-208d-4784-998f-6f7ecc6ec090","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"FEMALE","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352594",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Paige_data_1135681","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994-01-01T00:00:00",31.80888,-109.0441,"New Mexico",NA,"2 mi. W of Rodeo",NA,"Hidalgo County",NA,"USA","United States","USA.32_1","New Mexico","CC0_1_0","INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","1965/07/07 00:00:00",NA,7,7,1965,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084108",1455643433,NA,"ASU",NA,NA,"65ca4248-4170-42b2-9e8c-0d9851a53888",1342875,NA,NA,"71ca74c2-208d-4784-998f-6f7ecc6ec090","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"MALE","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352537",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_16196","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,"Agapostemon tyleri","SPECIES","Cockerell, 1917",NA,"Animalia; Arthropoda; Insecta; Hymenoptera; Halictidae; Agapostemon",NA,NA,NA,NA,"L. Ramírez-Freire",NA,24.91804,-100.727,"Nuevo leon",NA,"Llano de la Soledad",NA,"GALEANA",NA,"MEX","Mexico","MEX.19_1","Nuevo León","CC_BY_4_0","TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;INSTITUTION_MATCH_NONE","2013/06/01 00:00:00",NA,1,6,2013,"PRESERVED_SPECIMEN","Mexico","Event","PRESENT",NA,"L. Ramírez-Freire; C. Velazco M.",NA,NA,NA,NA,1,NA,NA,NA,NA,"UANL-APO-628",1895033362,"2efa8bfe59dcdd82404e0d2e99ea5f79","FCB-UANL","Abejas silvestres (Hymenoptera: Apoidea) de la región Praderas de Tokio-El Potosí - Sierra Mazmorras - Cañón de Iturbide, Coahuila y Nuevo León, México",NA,"urn:catalog:FCB-UANL:UANL:UANL-APO-628:2efa8bfe59dcdd82404e0d2e99ea5f79",5042873,NA,NA,"191","Agapostemon tyleri Cockerell, 1917",NA,"Mutualismo: Agapostemon tyleri; Mutualismo: Agave scabra",NA,NA,"FEMALE",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,NA,"Ramírez-Freire L. y H. Quiroz-Martínez H. 2016. Abejas silvestres (Hymenoptera: Apoidea) de la región Praderas de Tokio-El Potosí - Sierra Mazmorras - Cañón de Iturbide, Coahuila y Nuevo León, México. Facultad de Ciencias Biológicas. Universidad Autónoma de Nuevo León. Bases de datos SNIB-CONABIO, proyecto JF185. Ciudad de México",NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Halictidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Paige_data_16175","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,"SPECIES","Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Robert L. Minckley",NA,31.33423,-109.2367,"Arizona",NA,"30 km east of Douglas (San Bernardino National Wildlife Refuge)",NA,"Cochise County",NA,"USA","United States","USA.3_1","Arizona","CC_BY_NC_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","2007/07/22 00:00:00",NA,22,7,2007,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"N.M. Williams",NA,NA,"white pan trap",NA,NA,NA,NA,NA,NA,"SBV075069",2847337459,NA,"RLMC",NA,NA,"43ee6152-6ab6-4ad6-bd1f-d59b772ee1d3",5042873,NA,NA,"43c894af-a05d-4c92-833c-83e1ebd68701","Agapostemon tyleri Cockerell, 1917","22-Jul-07",NA,NA,NA,"MALE","http://creativecommons.org/licenses/by-nc/4.0/","Robert Minckley",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43960072",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Halictidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_15754","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,"SPECIES","Cockerell, 1917",NA,NA,NA,NA,NA,NA,NA,NA,31.87607,-109.5974,"Arizona",NA,"Pearce, 14.4 kilometers east of",NA,"Cochise County",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;AMBIGUOUS_COLLECTION","1980/09/12 00:00:00",NA,12,9,1980,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"E. Gorton Linsley, Juanita M. Linsley",NA,NA,NA,NA,1,NA,NA,1652,NA,"EMEC516351",1060941756,NA,"EMEC",NA,NA,"urn:catalog:EMEC:EMEC:516351",5042873,NA,NA,NA,"Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,"http://vertnet.org/resources/norms.html",NA,NA,"http://essigdb.berkeley.edu/cgi/eme_query?bnhm_id=EMEC516351&one=T",NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Halictidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_15747","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,"SPECIES","Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Janjic, J",NA,31.92043,-109.76220000000001,"Arizona","NORTH_AMERICA","Kansas Settlements; 10 mi S",NA,"Cochise",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY","1979/10/14 00:00:00",NA,14,10,1979,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Michener & Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1065797",658458589,NA,"KU","Snow Entomological Museum Collection",NA,"4665f277-1ed6-11e3-bfac-90b11c41863e",5042873,NA,NA,NA,"Agapostemon tyleri Cockerell, 1917",NA,"Heliomeris longifolia",NA,NA,"MALE",NA,NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms",NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Halictidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_2097576","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SUBSPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,43.46869,-71.23201,"New Hampshire",NA,"Alton Bay",NA,"Belknap",NA,"USA","United States","USA.30_1","New Hampshire","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","1957/08/06 00:00:00",NA,6,8,1957,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"G.H. Ferguson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"153338",767226635,NA,"USDA-ARS",NA,NA,"767226635",8944379,NA,NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
