"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName",".scientificName_empty",".coordinates_empty",".coordinates_outOfRange",".basisOfRecords_notStandard","countryCO","country_suggested","countryCode",".coordinates_country_inconsistent",".occurrenceAbsent",".unLicensed",".GBIFflags",".summary",".uncer_terms",".invalidName"
"Dorey_data_14343390","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2013",31.3269,-89.29,"Mississippi",NA,"Hattiesburg",NA,"Forrest",NA,NA,NA,NA,NA,NA,NA,"1944/09/24 00:00:00",NA,24,9,1944,"PreservedSpecimen","United states",NA,NA,NA,"C. D. Michener",NA,NA,"Unknown",NA,1,NA,NA,NA,NA,"AMNH_BEE 00257646",NA,NA,"AMNH",NA,NA,"urn:uuid:88f95c00-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:54857d49-9e9d-43ce-8793-3aca803e46cf","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","9/24/44",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57033293",NA,NA,NA,NA,NA,NA,"57033293","Duplicate",NA,NA,"SCAN_Andrenidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_14345268","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2013",42.79722,-73.82889,"New York",NA,"Vischer Ferry",NA,"Saratoga",NA,NA,NA,NA,NA,NA,NA,"1982/08/06 00:00:00",NA,6,8,1982,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00266793",NA,NA,"AMNH",NA,NA,"urn:uuid:10858462-40e0-11e3-935e-0026552be7ea",NA,NA,"urn:uuid:b1bfba34-7a90-4bbe-9a6f-e3d31c66aedf","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","8/6/82",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56689395",NA,NA,NA,NA,NA,NA,"56689395","Duplicate",NA,NA,"SCAN_Andrenidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_15571704","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Roberts, R","1967",31.34444,-109.5447,"Arizona",NA,"Douglas",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1962/07/22 00:00:00",NA,22,7,1962,"PreservedSpecimen","United states",NA,NA,NA,"Cazier, Mont",NA,NA,NA,NA,NA,NA,NA,NA,NA,"438556",NA,NA,"KU",NA,NA,"3dc5a981-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:99042ded-f2d5-458b-a527-27f22a58e78b","c45886f1-3524-42f4-a113-4e4e193505a8","Agapostemon tyleri Cockerell, 1917","1962-7-22","Mentzelia pumila",NA,NA,"M","http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=16001905",NA,NA,NA,NA,NA,NA,"16001905","Duplicate",NA,NA,"SCAN_Halictidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_17002494","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"Sam Droege","3/15/200",38.499,-75.4841,"Delaware",NA,NA,NA,"Sussex","Vincent home",NA,NA,NA,NA,NA,NA,"2007/08/29 11:40:00","20080116163607",29,8,2007,NA,"United states",NA,NA,NA,"Ben Cramer","USGS_DRO5256","Bowls","Technique used: pan trap|Bowls full upon collection: 15|Sampling Bowl/trap size: bowl 3.25oz|Trap colour: in field note|Trap liquid: soap dawn",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO103183",NA,NA,"USGS_DRO103183",NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,"field_note: 5 blue, 5 yellow, 5 white, 100 meter distance, colors randomized|note: Pumpkin|DateEntered: 1/27/2017 9:35:36|DateScanned: 4/1/2008|ipAddress: 167.21.1.240|time1: 2007-08-29 11:40:00|time2: 2007-08-30 12:30:00","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO103183","Kept duplicate",NA,NA,"USGS_data",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"CAES_data_6070","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,"Tribe: Panurgini",NA,"T. Zarrillo","2012",41.56056,-71.87389,"Connecticut",NA,"Griswold, 190 Sheldon Road (2011)",NA,"New London",NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",NA,"2011/10/03 00:00:00",NA,3,10,2011,NA,"United states",NA,NA,NA,"Robert Durgy",NA,NA,"Pan Trap",NA,1,NA,NA,NA,NA,"UCMS_ENT 00047906",NA,"CAES","CAES","Connecticut Agricultural Experiment Station","STONER_GRISWOLD_2011",NA,NA,NA,NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,"Sampling period: 40819 to 40833|Macro_Habitat: Agricultural|Preservation_method: Pinned","Adult Female",NA,NA,NA,NA,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"CAES_Anthophila",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_9857874","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,"Agapostemon tyleri","species","Cockerell, 1917",NA,"Animalia; Arthropoda; Insecta; Hymenoptera; Halictidae; Agapostemon",NA,"NO APLICA",NA,NA,"L. Ramírez-Freire",NA,25.0695555,-100.7186111,"NUEVO LEON",NA,"La Hediondilla",NA,"GALEANA",NA,NA,NA,NA,NA,NA,NA,"2013/07/28 00:00:00",NA,28,7,2013,"PreservedSpecimen","Mexico",NA,NA,NA,"L. Ramírez-Freire; C. Velazco M.",NA,NA,NA,NA,23,NA,NA,NA,NA,"UANL-APO-554",NA,"1103be8170131e7d6ba999968e66f765","FCB-UANL","Abejas silvestres (Hymenoptera: Apoidea) de la región Praderas de Tokio-El Potosí - Sierra Mazmorras - Cañón de Iturbide, Coahuila y Nuevo León, México",NA,"urn:catalog:FCB-UANL:UANL:UANL-APO-554:1103be8170131e7d6ba999968e66f765",NA,"a1ef7801-d1bd-4037-bc74-0d2fb30ac753",NA,"191","Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,"23 hembras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_halictidae",NA,TRUE,TRUE,TRUE,TRUE,"Mexico","Mexico","MX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_10991357","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",34.032047,-114.2588,"Arizona",NA,"8 mi. SE of Parker",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/04 00:00:00",NA,4,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"M. Jay; J.M. Davidson",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084176",NA,NA,"ASU",NA,NA,"748c0310-f6db-4ba0-9d1b-f119a49ff5e2",NA,"edc23381-5cf5-4fad-83c0-bbae2520a6fd","urn:uuid:748c0310-f6db-4ba0-9d1b-f119a49ff5e2","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-4",NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_11383982","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",30.980685,-114.815716,"Baja California",NA,"4 mi. S of San Felipe",NA,NA,"Mexicali Municipality",NA,NA,NA,NA,NA,NA,"1968/06/08 00:00:00",NA,8,6,1968,"PreservedSpecimen","Mexico",NA,NA,NA,"N. Leppla; J. Bigelow, Mont A. Cazier, J. Davidson, M. Bentzien, W. Fox, S. Williams",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084229",NA,NA,"ASU",NA,NA,"22dba931-f06c-4f32-9590-62305b5cfcd3",NA,"74b04516-9164-49b4-93c4-71be1a93cb12","urn:uuid:22dba931-f06c-4f32-9590-62305b5cfcd3","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1968-6-8",NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_apidae",NA,TRUE,TRUE,TRUE,TRUE,"Mexico","Mexico","MX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12188042","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",34.066119,-114.257333,"Arizona",NA,"6 mi. SE of Parker",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/07 00:00:00",NA,7,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"Stanley A. Gorodenski; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084150",NA,NA,"ASU",NA,NA,"916dbb40-db00-4c18-bdab-5eaf2c0a7e09",NA,"0ec18f9e-b042-471d-8da9-0266944be228","urn:uuid:916dbb40-db00-4c18-bdab-5eaf2c0a7e09","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-7",NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duplicate",NA,NA,"iDigBio_apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12709277","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.71,-114.48,"Arizona",NA,"Topock",NA,"Mohave",NA,NA,NA,NA,NA,NA,NA,"1972/04/08 00:00:00",NA,8,4,1972,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"W. Apperson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103246",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:46d3e3a1-1ff0-436b-b777-cf7331e00797","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1972-04-08T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25284791",NA,NA,NA,NA,NA,NA,"25284791","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12709426","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,35.02,-114.83,"California",NA,"Searchlight, 30 mi S",NA,"SanBernardino",NA,NA,NA,NA,NA,NA,NA,"1966/04/21 00:00:00",NA,21,4,1966,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio, R.W. Rust, N. Youssef",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103381",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:cb24a5f7-62fe-4188-acdc-5aae659adf31","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1966-04-21T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285516",NA,NA,NA,NA,NA,NA,"25285516","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12709973","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"T.L. Griswold 1995",NA,35,-115,"California",NA,"withheld",NA,"SanBernardino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"T.L. Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,"104954",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:067a2de6-00e6-4e92-8ee6-e1498adabe51","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285096",NA,NA,NA,NA,NA,NA,"25285096","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12712072","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,35,-116,"California",NA,"withheld",NA,"SanBernardino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"T.L. Griswold",NA,NA,NA,NA,NA,NA,NA,NA,NA,"112404",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:b208f3ca-ad4d-4ddd-b017-47dc4f19aff7","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285038",NA,NA,NA,NA,NA,NA,"25285038","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12752810","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"O.J. Messinger 1999",NA,36,-114,"Nevada",NA,"withheld",NA,"Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"O.J. Messinger, S. Messinger, C. Schultz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL314172",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:43e37341-7dd9-480c-84c3-ac083ad8bd03","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285292",NA,NA,NA,NA,NA,NA,"25285292","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12790035","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"S.M. Higbee 2004",NA,35,-115,"Nevada",NA,"withheld",NA,"Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"D. Skandilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL536756",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:ccf97c3b-a762-4bb1-b34b-d95645a2de64","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285712",NA,NA,NA,NA,NA,NA,"25285712","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12799851","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"T.L. Griswold 2006",NA,36,-115,"Nevada",NA,"withheld",NA,"Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"E. Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL675787",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:8d7c9da2-d8fd-4b27-b9ac-c344335b0cd9","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285755",NA,NA,NA,NA,NA,NA,"25285755","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12801835","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"J.S. Ascher 2007",NA,35.97126,-116.2673,"California",NA,"Shoshone",NA,"Inyo",NA,NA,NA,NA,NA,NA,NA,"1989/06/12 00:00:00",NA,12,6,1989,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL700248",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:4a7c7e4c-99da-43a8-834d-a3037693d45a","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1989-06-12T02:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285491",NA,NA,NA,NA,NA,NA,"25285491","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12929480","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",33.855241,-114.217255,"Arizona",NA,"14 mi. N of Quartzsite",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/14 00:00:00",NA,14,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,4500,NA,"ASUHIC0084063",NA,NA,"ASU",NA,NA,"22e013e3-c6a1-4e98-9b2c-f04b9b6cb1dc",NA,NA,"urn:uuid:22e013e3-c6a1-4e98-9b2c-f04b9b6cb1dc","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-14",NA,NA,"collected on Asclepias erosa Torr. (desert milkweed) [USDA]","male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21171627",NA,NA,NA,NA,NA,NA,"21171627","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_12929610","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",33.944477,-114.014165,"Arizona",NA,"1 mi. NW of Bouse",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1967/07/20 00:00:00",NA,20,7,1967,"PreservedSpecimen","United states",NA,NA,NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084193",NA,NA,"ASU",NA,NA,"e174c7ad-fa3c-4c40-967b-dbd28af87921",NA,NA,"urn:uuid:e174c7ad-fa3c-4c40-967b-dbd28af87921","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1967-7-20",NA,NA,"collected on Asclepias erosa Torr. (desert milkweed) [USDA]","male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21302408",NA,NA,NA,NA,NA,NA,"21302408","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Paige_data_1135936","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Carlos G Velazco-Macias","2016-08-29T20:11:47Z",25.735,-103.6823,"Durango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016/08/28 00:00:00",NA,28,8,2016,"HumanObservation","Mexico",NA,NA,NA,"Francisco Valdes Perezgasga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3981242",NA,NA,"iNaturalist",NA,NA,"http://conabio.inaturalist.org/observations/3981242",NA,NA,"urn:uuid:07299f43-1948-4a11-b44d-5fbfd0e1bcd5","c280e822-464b-4689-b5c5-a2bdf12b894e","Centris rhodopus Cockerell, 1897","2016/08/28 9:24 AM CDT",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.","This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=50081951",NA,NA,NA,NA,NA,NA,"50081951","Unique",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"Mexico","Mexico","MX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Dorey_data_13636366","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2007",32.006,-109.036,"Arizona",NA,"9 mi NE of Portal, Community Rd.",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"2002/08/18 00:00:00",NA,18,8,2002,"PreservedSpecimen","United states",NA,NA,NA,"V. Giles, J. G. Rozen, B. L. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00036894",NA,NA,"AMNH",NA,NA,"urn:uuid:83a94f6c-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:30bf49f9-cb40-4134-990c-7d18af8dd9ac","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Centris rhodopus Cockerell, 1897","2002-08-18/2002-08-25",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56752118",NA,NA,NA,NA,NA,NA,"56752118","Duplicate",NA,NA,"SCAN_Apidae",NA,TRUE,TRUE,TRUE,TRUE,"United states",NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
